user,review,rating,date,app,cleaned_review,review_length,month,year,detected_patterns,has_dark_pattern,pattern_count,detected_patterns_str
muhammed yasar m,"Very disappointing experience with MakeMyTrip. I booked a flight through the app, and the airline later cancelled it due to the Middle East conflict. The airline confirmed the refund was transferred to the third-party platform on the same day, but even after more than 10 days I have not received my money. Customer care is not responding and the AI assistant is useless. A family member even traveled 200 km to the MG Road Kochi office, but it was closed. Extremely poor service.",1,2026-03-16 12:00:58,MakeMyTrip,very disappointing experience with makemytrip i booked a flight through the app and the airline later cancelled it due to the middle east conflict the airline confirmed the refund was transferred to the third party platform on the same day but even after more than 10 days i have not received my money customer care is not responding and the ai assistant is useless a family member even traveled 200 km to the mg road kochi office but it was closed extremely poor service,480,3,2026,['roach_motel'],True,1,roach_motel
John Drew,"Reasonably easy to book tickets, thus more than 1 star. Proving impossible to make adjustments. I understand I may lose what I paid, or may have to pay more, but I can't even get a response or contact when trying to make changes. Airline won't deal with 3rd party bookings. Current events changed our plans for the start of our trip but we want to keep the rest. after many attempts I guess I just have to give up on MMT. No help from the website or phone number. No means to chat/email. Frustrating",2,2026-03-16 11:37:25,MakeMyTrip,reasonably easy to book tickets thus more than 1 star proving impossible to make adjustments i understand i may lose what i paid or may have to pay more but i can t even get a response or contact when trying to make changes airline won t deal with 3rd party bookings current events changed our plans for the start of our trip but we want to keep the rest after many attempts i guess i just have to give up on mmt no help from the website or phone number no means to chat email frustrating,499,3,2026,[],False,0,none
Ambuj Yadav,nice.....easy to use......reliable.............helpful,5,2026-03-16 09:57:00,MakeMyTrip,nice easy to use reliable helpful,54,3,2026,[],False,0,none
Jaishree Sharan,"I had a very bad experience with MakeMyTrip. The cab owner cancelled my trip and assured me that the amount would be refunded. However, even after waiting for a long time, I still have not received my refund. I also tried contacting customer care multiple times, but there is no proper response. It seems that most of their customer support is handled by AI, and there is no way to talk to a real person to resolve the issue. This kind of service is very frustrating and disappointing.",1,2026-03-16 08:35:42,MakeMyTrip,i had a very bad experience with makemytrip the cab owner cancelled my trip and assured me that the amount would be refunded however even after waiting for a long time i still have not received my refund i also tried contacting customer care multiple times but there is no proper response it seems that most of their customer support is handled by ai and there is no way to talk to a real person to resolve the issue this kind of service is very frustrating and disappointing,485,3,2026,[],False,0,none
Suprith Chennamaneni,time to uninstall makemytrip. regretting for booking flights throught makemytrip.,1,2026-03-16 07:59:06,MakeMyTrip,time to uninstall makemytrip regretting for booking flights throught makemytrip,81,3,2026,[],False,0,none
Nabeesa Naslin,whenever we start this app and go to book tickets at that time the price will change ..so disappointed from this app,1,2026-03-16 07:07:24,MakeMyTrip,whenever we start this app and go to book tickets at that time the price will change so disappointed from this app,116,3,2026,[],False,0,none
Slot Reality,lacking option of what luggage is needed before search.,1,2026-03-16 02:11:01,MakeMyTrip,lacking option of what luggage is needed before search,55,3,2026,[],False,0,none
Rohit Bhujbal,"Very bad app, booking is not confirmed",1,2026-03-15 23:20:56,MakeMyTrip,very bad app booking is not confirmed,38,3,2026,[],False,0,none
MOHAMMAD ABDULLAH SIDDIQUI,"I'm a Black member of MMT for a long time, it's really sad that I felt cheated by MMT, I booked a ticket from Mumbai to Kigali on 4th March for the journey date on 8th March and return 12th March. The flight was connecting from Dubai. Suddenly the flight was cancelled from Mumbai to Dubai without arranging another flight so that I can catch my connecting flight. I tried many ways to connect with MMT but failed and there was no arrangement from MMT and I couldn't fly from Mumbai without any refu",1,2026-03-15 23:12:41,MakeMyTrip,i m a black member of mmt for a long time it s really sad that i felt cheated by mmt i booked a ticket from mumbai to kigali on 4th march for the journey date on 8th march and return 12th march the flight was connecting from dubai suddenly the flight was cancelled from mumbai to dubai without arranging another flight so that i can catch my connecting flight i tried many ways to connect with mmt but failed and there was no arrangement from mmt and i couldn t fly from mumbai without any refu,499,3,2026,[],False,0,none
Ikramulla jalal,"Booking train ticket in MMT is the worst choice.MMT might gets the confirmed ticket.But most of the time we will get the RAC ticket.We are paying 20-60% extra for one ticket ,still we getting RAC ticket is unfair.Try to get with irctc tatkal if u planning sudden trip.And prefer MMT only for 9-10 hours of trips. If u planning for long interstate travel,pls stay away from MMT",1,2026-03-15 22:31:48,MakeMyTrip,booking train ticket in mmt is the worst choice mmt might gets the confirmed ticket but most of the time we will get the rac ticket we are paying 20 60 extra for one ticket still we getting rac ticket is unfair try to get with irctc tatkal if u planning sudden trip and prefer mmt only for 9 10 hours of trips if u planning for long interstate travel pls stay away from mmt,376,3,2026,[],False,0,none
